date,sales_rep,rep_id,target_value
2023-08-01,Noah Rhodes,2,26748.13
2023-08-01,Patty Perez,22,64437.57
2023-08-01,Ryan Munoz,10,191428.87
2023-08-01,Tommy Walter,24,125564.33
2023-09-01,Abigail Shaffer,7,144590.95
2023-09-01,Allison Hill,1,73020.37
2023-09-01,Angie Henderson,3,168013.29
2023-09-01,Brian Ramirez,16,65377.35
2023-09-01,Carla Gray,20,67283.95
2023-09-01,Connie Lawrence,6,166650.69
2023-09-01,Cristian Santos,5,88374.92
2023-09-01,Daniel Wagner,4,94964.84
2023-09-01,Derek Zuniga,18,55031.51
2023-09-01,Dylan Miller,15,69954.51
2023-09-01,Ethan Adams,23,195497.18
2023-09-01,Gabrielle Davis,9,369743.14
2023-09-01,Gina Moore,8,410429.65
2023-09-01,Holly Wood,17,144979.64
2023-09-01,Jamie Arnold,12,17665.21
2023-09-01,Lisa Hensley,13,85150.63
2023-09-01,Lisa Jackson,19,33339.74
2023-09-01,Margaret Hawkins Dds,21,586385.07
2023-09-01,Matthew Foster,25,99553.56
2023-09-01,Michele Williams,14,25778.22
2023-09-01,Monica Herrera,11,69162.76
2023-09-01,Noah Rhodes,2,37101.5
2023-09-01,Patty Perez,22,106131.88
2023-09-01,Ryan Munoz,10,279677.66
2023-09-01,Tommy Walter,24,97307.78
2023-10-01,Abigail Shaffer,7,144606.86
2023-10-01,Allison Hill,1,140040.01
2023-10-01,Angie Henderson,3,252249.17
2023-10-01,Brian Ramirez,16,156404.68
2023-10-01,Carla Gray,20,152637.56
2023-10-01,Connie Lawrence,6,113323.11
2023-10-01,Cristian Santos,5,451023.0
2023-10-01,Daniel Wagner,4,217143.48
2023-10-01,Derek Zuniga,18,93523.21
2023-10-01,Dylan Miller,15,317946.81
2023-10-01,Ethan Adams,23,231485.32
2023-10-01,Gabrielle Davis,9,78499.31
2023-10-01,Gina Moore,8,455934.09
2023-10-01,Holly Wood,17,404973.54
2023-10-01,Jamie Arnold,12,98710.03
2023-10-01,Lisa Hensley,13,186526.97
2023-10-01,Lisa Jackson,19,186448.31
2023-10-01,Margaret Hawkins Dds,21,146064.69
2023-10-01,Matthew Foster,25,364318.3
2023-10-01,Michele Williams,14,240986.9
2023-10-01,Monica Herrera,11,196382.98
2023-10-01,Noah Rhodes,2,246167.76
2023-10-01,Patty Perez,22,444988.4
2023-10-01,Ryan Munoz,10,128105.5
2023-10-01,Tommy Walter,24,281030.17
2023-11-01,Abigail Shaffer,7,157503.93
2023-11-01,Allison Hill,1,81800.51
2023-11-01,Angie Henderson,3,211495.19
2023-11-01,Brian Ramirez,16,239351.33
2023-11-01,Carla Gray,20,213968.29
2023-11-01,Connie Lawrence,6,58992.39
2023-11-01,Cristian Santos,5,75377.93
2023-11-01,Daniel Wagner,4,92715.31
2023-11-01,Derek Zuniga,18,110077.15
2023-11-01,Dylan Miller,15,187522.86
2023-11-01,Ethan Adams,23,117284.0
2023-11-01,Gabrielle Davis,9,48633.26
2023-11-01,Gina Moore,8,110392.34
2023-11-01,Holly Wood,17,101169.71
2023-11-01,Jamie Arnold,12,85311.4
2023-11-01,Lisa Hensley,13,73601.03
2023-11-01,Lisa Jackson,19,122916.17
2023-11-01,Margaret Hawkins Dds,21,296493.69
2023-11-01,Matthew Foster,25,156931.28
2023-11-01,Michele Williams,14,108252.38
2023-11-01,Monica Herrera,11,171137.54
2023-11-01,Noah Rhodes,2,137426.99
2023-11-01,Patty Perez,22,401579.33
2023-11-01,Ryan Munoz,10,217337.22
2023-11-01,Tommy Walter,24,52497.2
2023-12-01,Abigail Shaffer,7,126568.9
2023-12-01,Allison Hill,1,81314.07
2023-12-01,Angie Henderson,3,133314.71
2023-12-01,Brian Ramirez,16,58545.21
2023-12-01,Carla Gray,20,46438.62
2023-12-01,Connie Lawrence,6,96099.36
2023-12-01,Cristian Santos,5,83441.77
2023-12-01,Daniel Wagner,4,68224.76
2023-12-01,Derek Zuniga,18,30095.13
2023-12-01,Dylan Miller,15,80808.93
2023-12-01,Ethan Adams,23,64106.06
2023-12-01,Gabrielle Davis,9,30548.56
2023-12-01,Gina Moore,8,31017.14
2023-12-01,Holly Wood,17,30984.45
2023-12-01,Jamie Arnold,12,33429.37
2023-12-01,Lisa Hensley,13,64147.41
2023-12-01,Lisa Jackson,19,55854.36
2023-12-01,Margaret Hawkins Dds,21,46923.25
2023-12-01,Matthew Foster,25,78212.91
2023-12-01,Michele Williams,14,80257.17
2023-12-01,Monica Herrera,11,49603.43
2023-12-01,Noah Rhodes,2,34058.76
2023-12-01,Patty Perez,22,63202.15
2023-12-01,Ryan Munoz,10,45189.61
2023-12-01,Tommy Walter,24,107246.34
2024-01-01,Abigail Shaffer,7,103187.44
2024-01-01,Allison Hill,1,72109.77
2024-01-01,Angie Henderson,3,61037.47
2024-01-01,Brian Ramirez,16,113083.57
2024-01-01,Carla Gray,20,57121.52
2024-01-01,Connie Lawrence,6,124593.7
2024-01-01,Cristian Santos,5,66519.64
2024-01-01,Daniel Wagner,4,63652.95
2024-01-01,Derek Zuniga,18,61879.91
2024-01-01,Dylan Miller,15,98356.71
2024-01-01,Ethan Adams,23,93089.79
2024-01-01,Gabrielle Davis,9,36704.51
2024-01-01,Gina Moore,8,62931.7
2024-01-01,Holly Wood,17,90920.17
2024-01-01,Jamie Arnold,12,110280.38
2024-01-01,Lisa Hensley,13,9380.85
2024-01-01,Lisa Jackson,19,91716.81
2024-01-01,Margaret Hawkins Dds,21,46057.19
2024-01-01,Matthew Foster,25,99049.37
2024-01-01,Michele Williams,14,56177.71
2024-01-01,Monica Herrera,11,84369.55
2024-01-01,Noah Rhodes,2,135195.17
2024-01-01,Patty Perez,22,47529.64
2024-01-01,Ryan Munoz,10,32275.36
2024-01-01,Tommy Walter,24,80678.74
2024-02-01,Abigail Shaffer,7,34975.83
2024-02-01,Allison Hill,1,252415.86
2024-02-01,Angie Henderson,3,26711.53
2024-02-01,Brian Ramirez,16,50822.88
2024-02-01,Carla Gray,20,147647.09
2024-02-01,Connie Lawrence,6,110435.0
2024-02-01,Cristian Santos,5,30808.44
2024-02-01,Daniel Wagner,4,52142.97
2024-02-01,Derek Zuniga,18,60758.2
2024-02-01,Dylan Miller,15,196495.46
2024-02-01,Ethan Adams,23,208961.94
2024-02-01,Gabrielle Davis,9,122738.25
2024-02-01,Gina Moore,8,253307.36
2024-02-01,Holly Wood,17,128067.45
2024-02-01,Jamie Arnold,12,91648.3
2024-02-01,Lisa Hensley,13,51171.67
2024-02-01,Lisa Jackson,19,46881.1
2024-02-01,Margaret Hawkins Dds,21,276590.3
2024-02-01,Matthew Foster,25,93327.86
2024-02-01,Michele Williams,14,62437.09
2024-02-01,Monica Herrera,11,85004.46
2024-02-01,Noah Rhodes,2,94587.93
2024-02-01,Patty Perez,22,104800.48
2024-02-01,Ryan Munoz,10,67891.09
2024-02-01,Tommy Walter,24,79969.57
